MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed3pm,Pressure3pm,Cloud3pm,Temp3pm,RainToday,RainTomorrow,AveHumidity,DifHumidity
22,31.6,0,8.8,12.8,NE,33,NNE,15,1013.9,1,30,No,No,49,0
9.6,20.6,0,4.6,6.9,W,33,WSW,11,1017.8,4,20.2,No,No,66.5,27
21.3,28,0,7,7.1,ENE,37,E,24,1009.2,3,27.3,No,No,75,22
24.5,31.5,2.4,4.2,3.4,WNW,39,WNW,24,1002.2,7,30.5,Yes,No,73,2
24.2,29.9,26.6,7,0.5,NNE,30,NNE,13,1009.5,7,28.3,Yes,Yes,80.5,7
11.6,28.1,0,3.8,10.3,SE,28,ESE,19,1019.4,2,25.8,No,No,72,22
10.9,22.3,0,3.4,8.2,SSW,50,NNE,13,1021.7,5,20.3,No,No,57,18
24.1,31.4,12.8,5.8,7.3,NNE,28,NNE,11,1008.2,6,30.5,Yes,Yes,72.5,9
22.7,27.3,0,3.2,3.1,NNW,37,N,13,1011.4,7,25,No,No,89,6
8.9,14.9,0,3,9.6,SSW,44,SSW,28,1021.8,1,14.6,No,No,55.5,9
22.6,34.3,0,9.2,5.4,NNE,50,NW,9,1009.3,7,26.3,No,Yes,71.5,-11
19.5,31.2,0,11.4,5.3,WSW,48,S,13,1016.3,7,27.3,No,Yes,45,14
10.5,23.9,0,1.6,9.1,N,41,N,20,1005.1,2,23.5,No,No,49.5,5
-0.6,11.1,0,3,5,NNW,41,N,26,1015.9,7,5.7,No,Yes,83.5,11
8.2,29.5,0,5,9.8,WNW,48,NNW,24,1016.9,6,28.8,No,No,22,26
12.7,30.6,0,9.6,12.6,ESE,41,ENE,9,1011.7,3,30,No,No,25.5,9
18.9,34.9,0,7.6,10.2,N,26,E,13,1020.9,1,33.9,No,No,37.5,35
20.5,39.6,0,13.2,13.5,WSW,37,WSW,7,1008.3,1,38,No,No,8.5,5
18.6,39.6,0,11.4,9.7,WSW,39,WSW,20,1009,5,37.1,No,No,24,18
9.9,26,0,8,13.6,SW,48,SW,22,1007.4,4,25.2,No,No,43.5,29
20.7,25.4,0,6.4,4.2,E,33,E,20,1016.6,6,24.4,No,No,62.5,5
7.1,18.8,0,3.2,11,S,31,SSW,6,1021.8,1,18.6,No,No,55,24
23.1,31.5,21.4,9.2,3,SW,22,N,7,1005,6,30.2,Yes,No,64,26
17.1,24.4,5,2,2.2,SSW,43,SSW,28,1022.1,7,21.1,Yes,Yes,94.5,7
22.8,30.2,1.4,5,8.3,S,28,NNE,15,1006.9,2,29.2,Yes,Yes,68.5,1
7,23.4,0,5.2,10.2,S,57,SW,31,1021.1,5,21.7,No,No,49,8
17,22.7,0,6,0.3,SE,30,E,9,1010.2,7,22.5,No,No,63.5,9
25.5,35.2,0,7.8,8.3,NNE,48,N,30,1008.2,3,32.9,No,No,57.5,25
21.9,38.4,0,12.6,13,ESE,48,SSE,19,1003.1,1,37.5,No,No,17,12
18.9,28.8,0,7,8.6,NNE,46,NE,28,1013.7,1,26,No,No,64,10
11.2,34.3,0,8,10.4,W,37,WNW,13,1009,6,34,No,No,44.5,35
12.5,24.7,0,6.4,6.6,E,31,SE,19,1010.9,3,23.1,No,No,69,10
11.4,26.8,0,9.2,12.8,SE,41,SE,20,1019.4,0,24.8,No,No,50,38
16.6,23.4,27.2,4.6,6.5,W,52,WSW,31,1006.3,3,22.3,Yes,No,74.5,41
2.2,18.2,0.2,0.6,5.1,E,37,E,30,1024.8,6,17.8,No,No,78.5,37
12.4,25.8,0,8.4,12.9,SE,46,ESE,19,1017.1,4,24.7,No,No,38,26
10.7,19.7,0,4.8,8.6,N,56,NNE,26,1009.5,6,19.5,No,No,55.5,21
17.5,22.4,10.6,3.8,6.8,WNW,33,SSW,13,1015.6,7,21.7,Yes,No,84,32
12.3,32.3,0,10.8,13.2,SSE,35,S,19,1015.7,1,28.1,No,No,38.5,7
26.9,40.4,0,8.2,12.5,WNW,57,W,28,1006.3,6,35.2,No,No,36,-8
23.5,32.9,0,7,9.9,WNW,33,N,24,1006.2,1,32.4,No,No,53.5,19
7.2,19.7,0.2,2,9.4,NE,22,SSW,13,1021.8,1,17.5,No,No,77,40
5.5,14.3,0.8,2.8,6.2,W,46,W,24,1015.1,7,12.9,No,No,70.5,27
13.6,20.2,2,2.6,0.1,E,33,E,22,1024.7,8,18.8,Yes,No,72,36
10.2,14.8,0.2,2.8,8.9,NW,46,WSW,30,1021.5,5,13.9,No,No,86.5,-21
17,34.6,0,8.4,11,NW,56,WNW,37,1008,5,32.2,No,No,17,18
19.3,21.7,0,3.4,0.1,E,52,E,37,1009.5,8,20.2,No,Yes,89.5,9
17.5,31.3,0,8.2,11.4,NNE,35,N,6,1017.8,1,29.7,No,No,41.5,33
17.4,20.7,0,11.2,9,W,78,WNW,46,1004.5,4,19.1,No,No,16,4
18.5,24.6,0.2,1.6,0.1,SE,33,SSE,11,1010,8,21.8,No,Yes,88,-4
4.3,15.5,0,0.8,8.4,N,52,NNE,30,1024.9,5,14.6,No,No,66.5,29
18.6,31.4,0,6.2,12.9,NNE,65,NE,28,1010.1,2,30.1,No,No,61.5,17
10,16.6,19.6,4.8,1.4,W,56,SSE,24,1011.5,7,15.7,Yes,No,79,34
10.8,18.2,4.8,4.6,7.8,WSW,59,WSW,28,1012.7,6,17.9,Yes,Yes,62,22
13.4,30.3,0,9,11,E,33,ESE,20,1021.3,4,28.8,No,No,44.5,31
24.2,41,0,11.2,8.4,WNW,35,WNW,13,1007.4,6,37.6,No,No,17,4
2.5,16.1,3,11,6.8,S,39,S,15,1025,6,15.4,Yes,No,66.5,41
6.2,14.3,1,1.4,6.3,SSW,39,SSW,15,1027.1,3,12.3,No,No,76.5,11
25.8,42.5,0,13.4,5.6,SSW,87,NW,26,1004.8,6,41.3,No,Yes,14.5,7
8.2,15.9,0,4,2.8,NNW,57,WNW,35,1002.3,7,14.6,No,Yes,51.5,19
14.9,33.6,0,3.4,9.5,NW,57,NW,37,1008.3,2,32.1,No,No,27,12
5.9,23.2,0,2.2,10,N,30,N,17,1012.3,1,22.3,No,No,49,28
18.1,22.5,1,3,0,SW,35,SW,15,1017,8,21.7,No,No,80.5,3
17,28,0,7.6,12.7,NNE,28,NE,9,1013,2,28.3,No,No,50,4
19.4,30,0,7.8,9.6,E,39,E,28,1013.6,2,28.1,No,No,50,8
7.4,15.8,11.2,2.6,5.3,WSW,26,SSE,6,1025.3,5,14.8,Yes,No,68.5,37
16.1,21.1,0,4.4,5.7,WNW,65,WNW,24,1011.5,4,19.7,No,No,47.5,5
11.8,19.7,3,4.2,12.5,SSE,35,SE,17,1023.1,3,18.7,Yes,No,52,6
7.9,18.8,0,7.8,8.8,WNW,46,WNW,19,1018.5,3,18.5,No,No,37,16
22.6,30.4,0.2,9.6,9.5,ENE,54,ENE,31,1013.9,7,28.8,No,No,62,22
17.2,20.9,0,4,1.2,NW,52,NW,22,1011.3,8,18,No,Yes,88,-10
21.9,33,0,8.4,11.2,NNE,41,NNE,24,1008.8,2,32.7,No,No,51,44
23.3,31.6,0,5,10.1,NNW,46,NNW,22,1010.7,2,29.7,No,No,66.5,23
4.1,23.2,0,4,4.8,NNW,26,NW,15,1017.8,7,22.2,No,No,61.5,43
14.9,34.8,0,16.8,11.2,WNW,57,W,24,1002.1,0,34,No,No,8.5,5
5.7,13.6,2,2,2.1,WNW,69,WNW,33,1006.3,7,12.2,Yes,No,65,26
2.8,22.5,0,2.4,9.9,WNW,30,W,17,1021.1,2,22.2,No,No,57.5,43
17.1,29.5,0,11.2,4.7,NE,52,NNE,30,1015.3,4,28.8,No,No,31.5,25
12.4,30.1,0,8.2,11.9,WSW,54,SW,30,1010.3,6,23.3,No,No,50.5,-13
15.1,25,0,2,11.3,NNE,41,NNE,28,1013.7,1,24.4,No,No,69,12
17.8,24.6,16.6,4.8,6.4,SSE,61,SSE,37,1017.8,6,22.8,Yes,Yes,66.5,17
11.1,25.7,0.6,11.6,10.8,NW,57,WNW,24,999.8,7,23.8,No,No,32,18
17.6,30.5,0,8,8.9,ESE,44,NNW,11,1010.7,5,29.4,No,No,36.5,7
23.7,33.9,0,6,11,N,35,N,22,1011,1,31.6,No,No,51.5,17
17.2,24,0,3,4.5,E,28,ESE,6,1022.1,8,19.9,No,No,79,0
7.2,12.8,8.4,1.2,3.6,S,39,S,19,1022.1,2,12,Yes,Yes,69,26
22,25.7,0,9,0.1,E,33,E,17,1016.5,7,23.8,No,No,84.5,13
4.2,25.2,0,9.6,12.5,SSE,44,WSW,19,1018.3,1,23.4,No,No,19.5,15
19.8,24.4,0.2,5.2,8.7,ENE,43,E,24,1014.7,6,23.2,No,No,72,-4
12.8,34.7,0,4.4,13.1,N,93,ESE,7,1005.1,7,32.1,No,No,36,18
15.7,35.8,0,8,7.6,W,76,WNW,31,993.9,7,35.3,No,No,36,44
10.4,28.2,0,5.6,10.7,NNE,33,N,20,1014.2,5,26.7,No,No,47,26
4.6,19.6,0,3,10.5,SSW,26,SSW,13,1019.9,3,18.9,No,No,58,20
3.3,25.5,0,5.2,10.8,N,43,NNW,19,1014.6,3,24.8,No,No,36.5,41
25.4,31.9,0,4,7.6,W,33,W,22,1006.9,7,30.6,No,Yes,72.5,9
23.6,32.1,0,4,7.2,ENE,30,NE,20,1010.4,3,31.3,No,No,67.5,-1
6.9,23.8,0,5.2,10.8,E,33,NE,17,1017.9,1,23.2,No,No,42,8
13.8,26.3,0,7,10.7,ENE,43,ENE,33,1016.1,3,24.6,No,No,63,-6
19.3,26.7,0,10.8,0.1,NNE,43,N,17,1010.1,7,25.9,No,No,42.5,1
22.8,28.1,0,5,5,ENE,69,NE,39,1012.2,8,27.4,No,No,61.5,9
7.8,19.4,0,3.6,6.9,S,31,S,17,1018.5,6,18.5,No,No,49.5,29
22.3,29.8,0,5.2,6.4,ENE,30,ENE,20,1013.9,3,29.1,No,No,64.5,25
18.4,22.5,2.6,7,1.8,NE,43,ENE,24,1007.2,8,20.8,Yes,Yes,87,-2
18.1,25.5,2,4.2,5.3,S,33,SW,11,1023.9,7,22.9,Yes,No,82.5,9
13,22.4,0,11.2,10.9,WNW,70,WNW,35,1012.1,0,22.2,No,No,21.5,15
12.2,17.1,0.4,1,0,SSE,28,SSE,15,1026.2,8,16.7,No,No,80.5,23
14.9,26.9,0,4.6,9.9,N,50,N,31,1014.4,6,25.8,No,No,48,28
6.5,16.9,0.4,2,5,SW,54,NNW,22,1020,7,13.7,No,No,51.5,-3
13.5,28.3,0,6.8,11.5,SE,39,SE,17,1018.6,7,27.9,No,No,40.5,13
4.7,22,0,1.6,8.9,E,20,E,13,1021,1,21.1,No,No,57,32
8.3,21.7,1.2,3.4,12.2,SW,41,SSE,17,1021.4,1,20.8,Yes,No,32,18
11,20.3,0.2,4,10.7,E,39,ESE,24,1017.1,2,19.1,No,No,60,-4
2.9,12.5,0.2,0.4,0.8,W,31,WSW,17,1015.4,7,11.2,No,No,84,14
22.9,35.3,0,16.8,11.9,ESE,41,SE,24,1008.3,1,35.3,No,No,25,20
5.1,20.4,0.6,5.2,12.9,W,44,W,22,1024.9,1,19.7,No,No,47,14
14.1,22.1,5.4,6.6,7.4,WNW,50,S,11,1008.8,4,20.5,Yes,No,86,22
22.3,29.8,0,8,10.5,ENE,35,ENE,30,1011.2,7,28.6,No,No,60.5,5
11.9,15.7,0,8.2,0.4,N,37,S,17,1011.8,7,14.3,No,No,71.5,7
13,18.7,0.2,4,0,SSW,28,S,13,1013.4,7,17.5,No,Yes,87.5,-7
12.5,22.8,0.8,4.2,6.9,NW,50,NNW,20,1006.1,8,18.8,No,Yes,72.5,-33
19.6,26.2,0.4,16.4,9.3,SW,56,S,30,1011,8,24.4,No,No,68,22
15.4,32.6,0,10.4,9.2,ESE,31,SSE,19,1008.6,6,30.8,No,No,35.5,25
25.4,36.4,0,10.4,6.3,WSW,35,WSW,20,1007.8,3,35.2,No,No,41,8
19.1,24.6,0.4,5.6,10.7,E,35,E,22,1011.7,3,23.7,No,No,69.5,5
10.9,19.8,0,3.4,7.9,WNW,39,WNW,24,1016.4,4,18,No,Yes,73.5,35
17.8,32.3,0,7.2,8.3,NE,43,NE,28,1009.1,8,27,No,No,56,6
4.7,16.3,0,2.6,10.1,SE,20,SSW,9,1026.2,2,15.7,No,No,60.5,25
1.9,13.9,0.2,1,7.2,WSW,15,SSE,4,1020.5,7,12.9,No,No,80,40
5,13.4,1.8,3,10.1,SSW,43,SSW,20,1023.2,6,12,Yes,No,66.5,25
25.4,32.7,0.4,5.4,8,ENE,28,S,19,1006.6,7,28.5,No,No,78.5,5
21.1,33.4,0,12.6,11.3,NE,33,NE,9,1008.9,7,31.4,No,No,47,14
0.1,10.4,0,1.8,7.9,WNW,59,WNW,24,1020.1,6,8.6,No,No,66,6
20.5,29.3,0,8.4,2.6,ESE,39,E,15,1010.7,1,27.8,No,No,47,14
23.7,32.9,0,7.6,9.5,NW,33,WNW,26,1007.4,1,31.8,No,No,58,6
8.1,14.6,0,3.4,7.6,N,50,NNW,28,1021.2,3,13.8,No,No,67,16
7.1,15.7,0,3,6.5,W,50,W,22,1006.8,3,15.6,No,No,61.5,37
13.7,29,0,6,9.5,NNE,44,NNE,19,1011.7,5,27.5,No,Yes,55,20
14.7,32,0,11.4,13.2,S,30,S,9,1014.9,1,30.6,No,No,50,38
13.2,18.2,12.2,1.2,9.8,WSW,46,SW,31,1014.8,1,17.7,Yes,No,58.5,13
19.9,25.8,0,7.2,12.6,SE,31,SE,20,1008.6,3,25,No,No,61.5,-5
5.8,16.8,0.4,4.4,8.5,S,20,SW,9,1023.4,4,15.9,No,No,60,42
21.3,40.6,0,13.4,12.8,ESE,43,E,26,1003.2,5,40.1,No,No,13.5,7
16,28.4,0,7.4,11.2,S,31,S,19,1016.3,7,23.9,No,No,78.5,27
14.3,38.2,0,10.8,12.1,N,54,N,26,1009.7,5,37.5,No,No,28.5,31
12.6,18.6,20.2,2.2,9.2,SSW,37,SSW,19,1022.6,3,18.1,Yes,Yes,68,12
3.9,15.1,0.2,1.4,5.3,NNE,31,N,11,1016.7,7,13.4,No,No,77.5,35
9.8,26.1,0,6.6,10.4,NE,35,NE,20,1014.3,6,25.1,No,No,57,22
19.1,25.4,4.6,6,0.2,S,31,SSW,15,1010,7,20.8,Yes,Yes,94.5,9
8.6,22.6,0,5,11,WNW,35,SE,24,1014,1,18.3,No,No,43.5,-5
4,17.4,0,1.2,7.5,SSE,20,SSW,7,1030.8,1,17.1,No,No,69,40
15.9,26,4.2,3.4,9.6,W,56,W,24,1008.3,7,25.7,Yes,No,41,14
17.2,24.8,0,4.8,10.1,E,39,E,22,1022.3,2,23.5,No,No,49.5,3
11.7,14,0.8,2.6,0,ENE,24,ENE,13,1012.6,8,13.7,No,No,86,4
19.9,32.7,0,7.4,10.3,E,43,NW,26,1012.5,1,31.7,No,No,20.5,3
14.2,31.6,0,10,13.3,SE,35,ENE,17,1015.7,3,30.1,No,No,19.5,19
17.4,33.8,0,8,9,E,48,NW,9,1007,6,31.4,No,No,54,38
6.1,15,0.2,2.4,10.9,WSW,52,W,20,1018.6,6,13.9,No,No,49,36
9.2,13.9,0.8,1,1,WNW,17,SW,9,1023.7,7,12.5,No,No,92,14
18,32.4,2.6,5.2,5.6,WNW,37,ENE,11,1009.1,3,31.8,Yes,Yes,51.5,29
8,21.7,0,3.4,10.2,W,43,W,11,1009.3,2,21.1,No,No,51.5,17
17.3,27.6,16.8,13.2,3.7,NNW,54,SSE,6,1008.4,7,26.6,Yes,Yes,76,48
3.8,18.5,4.6,3.8,9.1,SW,24,SW,13,1018.2,4,17.5,Yes,No,51,20
14.7,18.5,15.2,1.8,3.9,NNW,57,W,24,1004.6,2,17.9,Yes,Yes,68.5,9
8.8,19.4,0,3.8,10,S,24,S,15,1020,5,18,No,No,78.5,21
18.1,38.2,0,12,13.5,ENE,35,ESE,6,1010.9,0,35.9,No,No,12,10
6.1,17.1,0,3.2,5.8,N,52,NNW,26,1010.7,7,15.4,No,Yes,50,18
1.9,13.2,0,1.6,9.1,WNW,19,ESE,6,1033.7,1,12.1,No,No,70,44
9.1,31.3,0,5,9.8,NNW,67,NNW,39,1010.6,1,30.4,No,No,12.5,17
21.2,25.6,0.4,5.6,9.1,ESE,48,ESE,30,1017,4,24.2,No,No,77,10
16.4,24.3,1.6,3.4,8,S,57,SW,30,1018.5,6,23.5,Yes,No,69,10
7.5,27.8,0,3,9.4,ENE,37,NNE,22,1012,1,27,No,No,39,32
21,25,3,5.2,7.8,E,65,ESE,35,1016,6,24.3,Yes,No,77.5,7
23.8,32.1,0,11.6,5.5,E,39,ESE,17,1008,7,31.8,No,No,48,32
21.6,32,0,6.4,10.5,E,43,ENE,20,1006.1,4,31.3,No,No,50,14
22.8,31.4,0,7,9.3,S,59,SSE,20,1010.2,4,26,No,No,80.5,-9
7.9,14.3,4.8,1,5.3,WSW,46,WSW,28,1022,7,11.7,Yes,Yes,79.5,-11
12.8,19.7,1.6,3.8,7.5,SW,39,WSW,24,1017.5,7,18.6,Yes,No,71.5,41
15.7,34.5,0,9,7.3,E,65,ESE,17,1014.8,6,33.8,No,No,21,18
14.3,36.7,0,8.4,3.8,SE,44,W,9,1003,6,35.3,No,No,38,32
18.9,33.6,0,9.2,12.5,S,37,SSW,13,1009.8,4,31.7,No,No,50.5,25
14.5,37.2,0,8,12.5,NE,33,NNE,9,1016,3,35.7,No,No,21,20
2.7,18.4,0,5.2,9.6,W,44,W,22,1017.3,5,16.9,No,Yes,56.5,53
13.5,26.9,0,5.4,11,SSE,39,SE,24,1015.3,5,25.4,No,No,32.5,17
14.5,24.1,0,4,9,NNE,35,NNE,19,1017.6,4,21.8,No,Yes,69.5,-1
11.9,26.5,2.4,4,8.9,WNW,70,WNW,50,999.1,2,25.6,Yes,No,34,26
18.6,25.9,1.2,6.2,0,N,35,NNW,19,1005.9,8,24.6,Yes,Yes,69.5,17
9.4,24.9,0.2,8.2,12.5,WNW,46,W,24,1013.6,2,23.8,No,No,43.5,23
17.4,31.4,0,9,11.4,WSW,39,WSW,28,1011.6,0,30.3,No,No,45,10
5.4,19.1,3.2,2.4,11.1,WSW,39,SW,28,1018.1,2,16.8,Yes,No,50,24
15.7,28,2.2,2.6,4.3,SSE,33,SSE,15,1006.4,7,26.8,Yes,Yes,74.5,39
14.9,24,0,5.6,9.6,W,39,SSW,13,1011.4,0,22.9,No,No,52.5,37
-0.6,14.8,0,1.4,8.8,W,24,W,13,1018.4,1,14.2,No,No,62.5,31
5.5,14.3,0.8,0.6,8.4,SE,30,SE,20,1029.5,1,11.8,No,No,82.5,5
13.3,23.4,0.2,5,10.6,E,31,ESE,17,1023.5,1,21.7,No,No,41,18
11.5,22.8,0,2,5.4,SSE,17,ESE,7,1018.6,6,20.1,No,No,62.5,9
12.7,19.2,18.6,5,3.9,SSW,39,SSW,22,1010.5,6,18.8,Yes,Yes,80.5,31
15.6,24.6,0,15,12.4,SSW,46,SW,24,1009.3,1,22.8,No,No,23,18
19.3,28,0.2,5.2,3.6,NNE,30,NNE,20,1009.5,6,25.8,No,No,81,14
5.3,22.9,0.2,3.6,8.3,E,33,E,26,1024.6,1,22.3,No,No,70.5,57
4.2,20.1,0,2.4,10.5,SSW,31,WSW,17,1016.3,1,19.2,No,No,62,22
25.3,31.3,5.2,6.4,0.2,N,46,N,24,1004.1,7,29.5,Yes,No,86,20
23,31.5,11.8,6.2,6.8,SSE,35,ESE,20,1003.5,7,31.1,Yes,No,64.5,9
10.2,28.4,0,8,12,ENE,35,ESE,20,1020.2,1,26.6,No,No,35.5,13
9,15.1,0.8,2.2,10,W,39,WSW,20,1027,5,14,No,No,79.5,7
18.3,23.9,0,7.2,7.5,SE,30,ESE,22,1018.5,5,23.2,No,No,52.5,5
16.4,19.1,3.2,1.2,0,W,28,W,13,1018.7,8,17.6,Yes,Yes,85,-10
16.5,21.5,5.2,5,2.7,E,63,E,26,1010.1,7,20.6,Yes,Yes,89,6
13.2,19.7,0.8,2.4,5.3,ESE,26,SE,13,1022.2,7,18.6,No,No,72.5,23
13.4,21.5,2,5.2,2.7,SSE,43,SSE,30,1020.4,5,21.4,Yes,Yes,64.5,19
29.4,40,0,17.4,11.9,NNW,50,NNE,15,1005.3,2,38.5,No,No,22,10
9.8,29.3,0,6.4,12.2,S,28,SW,9,1019.3,5,28.1,No,No,35,28
8.8,14.7,5,3.2,2.7,W,70,W,31,1007.9,7,12.4,Yes,Yes,85,22
8.5,18.8,0,4.6,7.8,NW,61,NNW,33,1009.1,6,18,No,No,50,24
15.1,30.3,0,4.6,5.5,ESE,39,WNW,4,1018.1,6,27.9,No,Yes,60.5,47
9.1,16.4,4,3.2,8,WNW,28,WNW,17,1009.8,3,16,Yes,No,60,42
11.6,23.8,15.2,5.4,6.4,E,41,NNE,13,1004.3,2,22,Yes,No,67,24
9.9,30.7,0,8,11,NW,44,NW,19,1012,0,30.1,No,No,19.5,17
14.4,19.6,0,6,0.9,SSW,33,SSW,13,1018.9,7,19,No,No,56.5,11
13,25,0,3.6,11.1,N,33,SE,17,1025.5,1,23.5,No,No,58.5,43
4.2,11.6,0,2.4,8.7,W,44,WNW,28,1016.1,5,10,No,No,44.5,3
23.3,32,0,6.8,10.5,WNW,39,WNW,31,1008.9,1,31.7,No,No,60.5,19
8.5,15.7,0.2,4,7.3,SW,80,W,37,1011.8,6,15,No,Yes,40,4
17.3,30.6,0,8,12.5,ESE,37,SE,15,1010,0,29.9,No,No,44.5,35
12.4,23.9,0,4.4,10.6,SE,39,ESE,15,1019.9,2,22.8,No,No,53.5,31
7.7,26.2,0,3.8,11.1,NW,52,W,22,1020.6,1,22.4,No,No,41,-8
6.5,13.4,1.2,1,6.8,WNW,44,W,28,1020.4,4,12.4,Yes,No,71,18
6.6,24.6,0,3.6,10.5,WNW,48,WSW,24,1020.8,1,22.4,No,No,38.5,5
22.5,33.7,0,12,13.1,SSE,52,SW,35,1008.4,0,31.4,No,No,39,6
16.5,19.4,34.2,6.4,0.6,WSW,37,SSW,15,1020.5,7,18.1,Yes,Yes,77,0
18.7,29.8,0,8.2,9.9,NNE,39,NNE,17,1012.3,1,27.1,No,No,57,-4
12.6,24.8,0,5.4,10.2,S,31,SSE,13,1018.7,1,24,No,No,41,16
14.7,24.3,0.4,4.2,8.6,WNW,69,NNW,19,1003.1,5,22.8,No,No,48.5,5
22.9,31.7,81,7.8,4.7,SSW,28,N,15,1006.5,7,31.5,Yes,No,73.5,31
16.8,31.6,0,11.8,13.4,E,65,ESE,28,1014,0,30.6,No,No,29,28
5,13.6,2.4,2.8,3.2,WSW,44,W,24,1024.1,5,12,Yes,No,70,-12
22.3,36.7,0,12.4,6.1,NNE,52,SW,28,1006.2,8,32.4,No,No,20.5,11
11.6,19,0,2.6,9.8,W,30,WSW,19,1019.7,2,18.1,No,Yes,63,8
14,24.5,0,11.4,6.9,N,91,N,39,1000.6,3,23.1,No,No,33.5,5
10.2,15.3,2.4,1.2,3.6,S,20,S,11,1027.1,7,14.4,Yes,Yes,85.5,11
9.7,21.5,0,7,10.7,WSW,35,WSW,20,1013.6,0,20.9,No,No,27.5,15
6,21.3,0,4,10.5,ESE,22,NNW,9,1023.7,1,20.6,No,No,40,30
22.6,32.9,0,6.4,11,NNW,33,NNW,24,1009.7,1,30.6,No,No,60,16
18.5,26.4,1,7.4,5,E,37,ESE,13,1021.5,6,25.6,No,No,56,18
18.5,23.6,30.6,7,0.2,NNE,50,NE,19,1010.2,7,18.7,Yes,Yes,85,-12
7.4,24.4,0,6.2,11.6,E,35,WNW,11,1023.2,2,22.1,No,No,51,28
15.7,20.3,0.8,4.2,4.8,E,24,NNE,9,1016.3,4,18.9,No,No,79.5,7
9.1,25.1,0,4.8,10.1,E,33,S,9,1021.7,5,24,No,No,39,24
23.6,32.5,4.4,2.8,3.8,NNE,30,NE,13,1007.9,7,30.3,Yes,No,66,4
21.6,30.2,0.2,9.4,10,E,35,E,20,1018.5,3,27.6,No,No,50,8
22.7,38.9,0,10.8,12.5,NE,43,S,7,1000.8,8,36.8,No,No,25.5,13
24.7,40.8,0,17,12.7,W,43,W,11,1007.2,0,39.3,No,No,11.5,5
2.2,16.9,0,1.6,8.5,SSE,20,SSE,11,1026.8,1,16.4,No,No,70.5,39
10.8,17.1,19.4,3,11.3,WSW,65,S,24,1018.2,5,15.3,Yes,No,59.5,17
17.1,27.2,0,3.8,10,SSE,50,SSE,28,1014.1,1,23.7,No,No,54.5,-1
11,17.6,1.6,0.6,7.8,N,37,N,11,1012.1,4,16.9,Yes,No,62,26
14.2,24.7,0,7.2,11,ESE,26,ENE,13,1021.3,1,23.3,No,No,50,10
14.1,18,0.6,4.4,9.3,E,43,E,30,1027.5,1,17.1,No,No,54.5,3
22.3,32.2,0,7.4,10.1,NE,37,ENE,28,1009,3,30.6,No,No,65.5,7
5.9,16,0.2,1.4,6.7,NNW,28,NW,13,1014.9,7,15,No,No,85.5,27
10.1,29.5,0,3.8,9.5,ENE,33,SW,13,1018.2,0,29.1,No,No,32,28
2.5,18.7,0,3.8,11.6,SE,31,ENE,7,1023,6,17.2,No,No,62.5,39
7.4,17,0,6.6,10.6,SSE,44,S,19,1023.1,4,16.5,No,No,44,24
10.9,19.7,0,2.8,2.5,SSW,41,SW,11,1013.8,8,17.7,No,No,63,4
12.5,16.1,0,6.4,4.9,WNW,61,W,20,1007.5,2,12.3,No,No,48,12
9.5,18.9,11.2,0.2,8,W,28,S,11,1018.6,2,17.7,Yes,No,68,46
5.5,20,1.2,1.3,7.2,SSW,44,S,19,1017.4,5,18.6,Yes,No,36,20
13.7,25.4,0,2.6,10.2,E,19,NE,7,1017.3,3,24.2,No,No,63.5,19
8.5,24.8,0,4.6,10.8,NE,26,W,6,1023.1,1,23.9,No,No,40,26
12.1,26.2,0,4.6,9.9,NE,28,NE,20,1015.8,1,24.9,No,No,56.5,13
23.5,33.1,0,12.6,4.7,NNE,56,SSW,33,1004.7,7,30,No,Yes,32,-2
1.4,13.3,0,1,0.1,NNW,48,N,13,1015.3,7,11.7,No,No,74,4
12.4,23.9,0,7.6,9.6,WSW,39,WSW,26,1012,0,23.5,No,No,30,6
3.7,14.2,0,3,10,NNW,46,WSW,28,1011.8,1,13.5,No,No,39.5,25
15.8,30.6,0,8.9,8.3,NW,48,WNW,19,1001.7,6,27.2,No,No,55,22
4.7,18.4,0,3.6,8.9,NNE,43,NE,13,1025.1,7,18,No,No,44.5,9
13.2,23,55.4,3.6,10.2,NNW,83,WNW,48,993.2,6,20.1,Yes,No,55.5,5
10.8,17.1,14.8,2.8,4.8,SSW,57,SSW,37,1020,3,16.9,Yes,Yes,81,26
16.4,21.7,0,2.2,5.8,NNW,59,ESE,17,1011.3,1,19.9,No,No,54.5,29
12.5,26.9,0,5,7.1,NW,46,WNW,28,1016.2,7,25.9,No,No,54,30
23.7,31.3,12.2,6.6,11.7,SE,50,SE,33,1008,3,30.9,Yes,No,57.5,13
24.9,34.5,1.8,6.4,11.4,NE,41,NNW,24,1004.9,4,33,Yes,Yes,68.5,9
15.4,24.8,0,5.2,7.4,S,39,SE,13,1009,6,23.8,No,No,54.5,23
10.9,16.2,0,1.6,2.1,SW,33,WSW,19,1025,7,15.3,No,No,56,10
10.4,12.9,0.2,0,0,SSE,54,SSE,30,1026.6,7,12.5,No,No,70.5,9
15.1,30.3,0,10.2,13.1,ENE,39,SSW,17,1015.8,0,28,No,No,35.5,9
19.8,36.5,0,10.2,12.8,NW,30,WSW,6,1017.9,1,34.5,No,No,18.5,7
19.9,32.7,0,11,9.7,NNE,30,SSW,11,1017.6,6,29.7,No,No,49.5,31
